Timestamp,building_name,total_plug_load,total_building_load
2023-09-14 18:15:00,Atkinson Hall,0.17963777232142858,176.47724725
2023-09-14 18:15:00,EBU3B,2.3277033151785718,77.80088805
2023-09-14 18:30:00,Atkinson Hall,0.5020525,175.8839016
2023-09-14 18:30:00,EBU3B,1.4945995,75.865600575
2023-09-14 18:45:00,Atkinson Hall,0.98548025,175.9983368
2023-09-14 18:45:00,EBU3B,2.74483875,75.778205875
2023-09-14 19:00:00,Atkinson Hall,0.207073,174.4842739
2023-09-14 19:00:00,EBU3B,2.60648725,76.954925525
2023-09-14 19:15:00,Atkinson Hall,0.4264245,175.190830225
2023-09-14 19:15:00,EBU3B,3.79511525,76.1371231
2023-09-14 19:30:00,Atkinson Hall,0.13023525,174.8855381
2023-09-14 19:30:00,EBU3B,3.7582315,75.60032655
2023-09-14 19:45:00,Atkinson Hall,0.57584275,177.544517525
2023-09-14 19:45:00,EBU3B,2.800808,76.105033875
2023-09-14 20:00:00,Atkinson Hall,0.37033575,176.27293395
2023-09-14 20:00:00,EBU3B,2.646186,74.81858825
2023-09-14 20:15:00,Atkinson Hall,0.71994625,175.285943975
2023-09-14 20:15:00,EBU3B,2.388698,75.3818245
2023-09-14 20:30:00,Atkinson Hall,0.42580025,174.545001975
2023-09-14 20:30:00,EBU3B,2.7301725,75.348491675
2023-09-14 20:45:00,Atkinson Hall,0.1302725,174.8833332
2023-09-14 20:45:00,EBU3B,1.93278275,75.791328425
2023-09-14 21:00:00,Atkinson Hall,0.42556725,176.519346225
2023-09-14 21:00:00,EBU3B,1.80928725,75.0529251
2023-09-14 21:15:00,Atkinson Hall,0.13027925,176.157880775
2023-09-14 21:15:00,EBU3B,2.22675525,72.1754074
2023-09-14 21:30:00,Atkinson Hall,0.130583,174.914926525
2023-09-14 21:30:00,EBU3B,1.629812,71.76719665
2023-09-14 21:45:00,Atkinson Hall,0.9007265,174.36312865
2023-09-14 21:45:00,EBU3B,3.020137,72.639553075
2023-09-14 22:00:00,Atkinson Hall,0.68163575,171.084280025
2023-09-14 22:00:00,EBU3B,2.0556975,73.0596733
2023-09-14 22:15:00,Atkinson Hall,0.67359175,165.700408925
2023-09-14 22:15:00,EBU3B,3.63782725,72.5105133
2023-09-14 22:30:00,Atkinson Hall,0.67343525,165.4666996
2023-09-14 22:30:00,EBU3B,2.819759,71.346832275
2023-09-14 22:45:00,Atkinson Hall,0.84801325,164.30340575
2023-09-14 22:45:00,EBU3B,3.85761,71.14548875
2023-09-14 23:00:00,Atkinson Hall,0.80051675,162.38884545
2023-09-14 23:00:00,EBU3B,2.476729,75.156063075
2023-09-14 23:15:00,Atkinson Hall,0.282463,161.3159418
2023-09-14 23:15:00,EBU3B,2.3489275,75.848232275
2023-09-14 23:30:00,Atkinson Hall,0.13070175,161.134025575
2023-09-14 23:30:00,EBU3B,2.58327925,75.013591775
2023-09-14 23:45:00,Atkinson Hall,0.58434275,161.5837288
2023-09-14 23:45:00,EBU3B,2.625995,75.18561935
2023-09-15 00:00:00,Atkinson Hall,0.12997275,160.971248625
2023-09-15 00:00:00,EBU3B,2.78001025,75.37773895
2023-09-15 00:15:00,Atkinson Hall,0.6278225,161.2610054
2023-09-15 00:15:00,EBU3B,2.022676,77.049675
2023-09-15 00:30:00,Atkinson Hall,0.78405675,161.766901025
2023-09-15 00:30:00,EBU3B,1.875971,73.018692025
2023-09-15 00:45:00,Atkinson Hall,0.12955025,161.49777985
2023-09-15 00:45:00,EBU3B,1.87491025,75.411087025
2023-09-15 01:00:00,Atkinson Hall,0.43752025,161.530410775
2023-09-15 01:00:00,EBU3B,1.5933615,76.2505455
